#Collected Data-6
#Intensity_unit=cps
42.5000	7.5372
42.5020	36.6404
42.5040	36.6197
42.5060	41.7135
42.5080	49.2095
42.5100	35.4083
42.5120	18.9569
42.5140	31.5672
42.5160	12.6518
42.5180	34.0727
42.5200	23.9886
42.5220	30.3145
42.5240	45.4718
42.5260	42.9663
42.5280	37.8931
42.5300	35.3669
42.5320	46.7038
42.5340	27.8090
42.5360	37.8931
42.5380	30.3145
42.5400	32.8407
42.5420	12.6518
42.5440	41.6721
42.5460	42.9455
42.5480	30.3145
42.5500	21.4624
42.5520	25.2828
42.5540	31.5465
42.5560	48.0187
42.5580	17.6835
42.5600	11.3576
42.5620	50.5449
42.5640	31.5465
42.5660	32.8407
42.5680	44.1983
42.5700	39.1666
42.5720	25.2828
42.5740	27.7676
42.5760	25.2828
42.5780	41.6928
42.5800	40.3986
42.5820	41.6514
42.5840	55.5766
42.5860	48.0187
42.5880	46.7659
42.5900	58.0821
42.5920	71.9866
42.5940	46.7452
42.5960	34.0935
42.5980	47.9980
42.6000	46.7452
42.6020	55.5766
42.6040	36.6404
42.6060	30.3145
42.6080	29.0410
42.6100	27.7676
42.6120	21.5038
42.6140	59.3348
42.6160	55.5766
42.6180	37.9346
42.6200	35.3462
42.6220	20.2097
42.6240	39.1666
42.6260	45.4303
42.6280	40.4608
42.6300	27.7676
42.6320	65.6814
42.6340	53.0711
42.6360	41.6928
42.6380	26.5148
42.6400	29.0410
42.6420	29.0410
42.6440	46.7452
42.6460	47.9772
42.6480	37.9138
42.6500	46.7245
42.6520	54.3446
42.6540	45.4510
42.6560	39.1666
42.6580	17.7042
42.6600	37.8724
42.6620	51.7562
42.6640	37.9346
42.6660	44.1983
42.6680	31.5880
42.6700	45.4303
42.6720	32.8614
42.6740	44.2190
42.6760	27.8090
42.6780	35.3050
42.6800	44.2602
42.6820	51.7562
42.6840	54.3238
42.6860	34.0935
42.6880	27.8297
42.6900	54.3031
42.6920	39.1252
42.6940	50.5656
42.6960	52.9678
42.6980	70.7957
42.7000	46.6833
42.7020	56.8912
42.7040	44.1983
42.7060	42.9663
42.7080	50.5035
42.7100	36.6197
42.7120	51.7976
42.7140	18.9569
42.7160	26.5148
42.7180	37.8931
42.7200	34.0935
42.7220	48.0394
42.7240	41.6721
42.7260	46.6833
42.7280	48.0599
42.7300	35.3669
42.7320	21.4624
42.7340	51.7562
42.7360	63.1552
42.7380	39.1873
42.7400	37.8931
42.7420	32.7993
42.7440	65.6814
42.7460	65.6607
42.7480	49.2714
42.7500	34.1349
42.7520	46.7245
42.7540	36.6611
42.7560	58.0614
42.7580	63.1552
42.7600	46.7659
42.7620	26.5355
42.7640	42.9248
42.7660	47.9980
42.7680	42.9248
42.7700	55.5973
42.7720	44.1983
42.7740	58.1235
42.7760	56.8086
42.7780	60.6290
42.7800	44.1776
42.7820	80.8801
42.7840	25.3035
42.7860	16.3688
42.7880	37.9346
42.7900	45.4303
42.7920	60.6497
42.7940	46.7452
42.7960	11.3783
42.7980	37.8724
42.8000	37.8931
42.8020	25.2621
42.8040	56.8293
42.8060	44.2190
42.8080	39.1666
42.8100	42.9248
42.8120	39.1666
42.8140	21.4417
42.8160	59.3970
42.8180	53.0089
42.8200	59.3970
42.8220	44.2190
42.8240	47.9980
42.8260	45.4303
42.8280	53.0918
42.8300	29.0410
42.8320	31.5672
42.8340	45.4925
42.8360	50.5242
42.8380	35.3669
42.8400	60.6290
42.8420	49.2507
42.8440	55.5766
42.8460	39.1873
42.8480	47.9772
42.8500	41.6721
42.8520	29.0618
42.8540	44.2190
42.8560	49.2507
42.8580	42.9455
42.8600	60.6497
42.8620	60.5464
42.8640	54.3650
42.8660	35.3876
42.8680	45.4925
42.8700	55.5147
42.8720	37.8931
42.8740	53.0711
42.8760	49.2507
42.8780	48.0187
42.8800	53.0504
42.8820	44.1983
42.8840	64.4080
42.8860	45.4925
42.8880	35.3669
42.8900	36.5989
42.8920	45.4925
42.8940	50.5035
42.8960	45.4718
42.8980	61.9025
42.9000	32.8614
42.9020	13.9045
42.9040	29.0410
42.9060	58.1028
42.9080	46.7452
42.9100	25.2414
42.9120	39.1459
42.9140	68.2076
42.9160	56.8500
42.9180	55.5973
42.9200	59.3348
42.9220	32.8407
42.9240	50.5242
42.9260	50.5242
42.9280	56.8293
42.9300	80.8387
42.9320	56.8708
42.9340	42.9248
42.9360	61.9232
42.9380	45.4510
42.9400	51.7976
42.9420	40.4400
42.9440	64.4080
42.9460	61.8610
42.9480	41.7340
42.9500	50.4623
42.9520	56.8708
42.9540	26.5563
42.9560	44.1571
42.9580	42.9663
42.9600	64.3461
42.9620	68.2695
42.9640	18.9776
42.9660	41.6721
42.9680	60.6083
42.9700	68.1869
42.9720	59.3555
42.9740	59.3763
42.9760	59.3555
42.9780	61.8817
42.9800	90.9849
42.9820	79.5652
42.9840	50.5242
42.9860	69.4604
42.9880	48.0394
42.9900	66.9342
42.9920	59.3970
42.9940	35.3255
42.9960	26.5563
42.9980	42.9248
43.0000	59.3144
43.0020	43.0074
43.0040	71.9454
43.0060	61.8817
43.0080	51.8388
43.0100	58.1028
43.0120	54.2824
43.0140	56.8500
