#Collected Data-10
#Intensity_unit=cps
20.2023	22.4861
20.2073	25.0079
20.2123	6.7248
20.2173	3.3624
20.2223	30.2616
20.2273	32.7841
20.2323	20.8049
20.2373	26.6891
20.2423	34.8853
20.2473	18.2827
20.2523	41.6104
20.2573	35.7255
20.2623	18.2827
20.2673	25.0079
20.2723	15.9711
20.2773	15.3410
20.2823	19.5440
20.2873	20.1741
20.2923	33.4139
20.2973	30.8921
20.3023	24.3771
20.3073	7.1451
20.3123	13.8699
20.3173	16.8124
20.3223	15.7609
20.3273	13.6601
20.3323	18.7034
20.3373	17.8628
20.3423	27.7402
20.3473	24.1673
20.3523	28.7906
20.3573	24.7977
20.3623	22.9064
20.3673	5.2538
20.3723	14.5004
20.3773	13.0296
20.3823	14.2902
20.3873	13.0290
20.3923	3.3624
20.3973	0.0000
20.4023	15.3410
20.4073	37.8277
20.4123	32.9929
20.4173	4.6230
20.4223	21.0157
20.4273	22.4861
20.4323	36.9861
20.4373	16.6019
20.4423	21.0150
20.4473	15.3410
20.4523	29.4214
20.4573	8.6158
20.4623	0.0000
20.4673	22.0661
20.4723	20.1748
20.4773	29.8407
20.4823	31.1026
20.4873	13.4493
20.4923	13.2395
20.4973	7.9854
20.5023	17.2327
20.5073	20.3846
20.5123	12.6093
20.5173	13.6594
20.5223	1.8914
20.5273	26.2688
20.5323	21.6455
20.5373	23.5372
20.5423	24.3771
20.5473	4.4132
20.5523	35.5154
20.5573	31.5225
20.5623	26.2688
20.5673	19.9643
20.5723	25.4282
20.5773	31.1022
20.5823	24.1673
20.5873	9.8771
20.5923	6.5150
20.5973	26.6891
20.6023	24.3774
20.6073	33.4139
20.6123	16.6015
20.6173	22.6969
20.6223	17.8624
20.6273	23.3267
20.6323	16.6022
20.6373	23.3267
20.6423	3.7824
20.6473	5.6741
20.6523	27.9500
20.6573	3.1523
20.6623	13.6598
20.6673	7.3553
20.6723	24.7984
20.6773	26.4783
20.6823	14.2906
20.6873	17.8624
20.6923	11.5586
20.6973	21.6455
20.7023	11.7691
20.7073	43.0801
20.7123	23.9571
20.7173	18.2834
20.7223	12.8188
20.7273	22.9064
20.7323	34.4646
20.7373	24.1673
20.7423	27.9500
20.7473	14.2902
20.7523	30.0515
20.7573	25.0082
20.7623	28.1598
20.7673	34.4646
20.7723	14.2902
20.7773	11.1380
20.7823	20.8049
20.7873	33.2034
20.7923	13.2398
20.7973	18.4929
20.8023	10.5075
20.8073	9.4568
20.8123	23.1169
20.8173	18.9132
20.8223	24.7981
20.8273	40.7688
20.8323	29.8417
20.8373	22.6956
20.8423	25.8488
20.8473	30.2613
20.8523	3.7827
20.8573	26.4796
20.8623	42.4503
20.8673	34.4643
20.8723	17.0222
20.8773	29.6312
20.8823	12.3989
20.8873	22.0658
20.8923	30.0515
20.8973	14.5004
20.9023	20.5947
20.9073	33.2044
20.9123	25.8481
20.9173	10.9278
20.9223	26.2688
20.9273	10.0869
20.9323	16.6019
20.9373	27.5297
20.9423	34.8849
